CONSTRAINT_CATALOG,CONSTRAINT_SCHEMA,CONSTRAINT_NAME,TABLE_SCHEMA,TABLE_NAME,CONSTRAINT_TYPE
def,magento,PRIMARY,magento,catalog_product_index_eav_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_bundle_idx,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_bundle_opt_idx,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_bundle_opt_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_bundle_sel_idx,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_bundle_sel_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_bundle_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_cfg_opt_agr_idx,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_cfg_opt_agr_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_cfg_opt_idx,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_cfg_opt_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_downlod_idx,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_downlod_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_final_idx,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_final_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_idx,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_min,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_opt_agr_idx,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_opt_agr_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_opt_idx,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_opt_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_replica,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_price_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_index_tier_price,"PRIMARY KEY"
def,magento,CAT_PRD_IDX_TIER_PRICE_CSTR_GROUP_ID_CSTR_GROUP_CSTR_GROUP_ID,magento,catalog_product_index_tier_price,"FOREIGN KEY"
def,magento,CAT_PRD_IDX_TIER_PRICE_ENTT_ID_SEQUENCE_PRD_SEQUENCE_VAL,magento,catalog_product_index_tier_price,"FOREIGN KEY"
def,magento,CAT_PRD_IDX_TIER_PRICE_WS_ID_STORE_WS_WS_ID,magento,catalog_product_index_tier_price,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_index_website,"PRIMARY KEY"
def,magento,CAT_PRD_IDX_WS_WS_ID_STORE_WS_WS_ID,magento,catalog_product_index_website,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_link,"PRIMARY KEY"
def,magento,CATALOG_PRODUCT_LINK_LINK_TYPE_ID_PRODUCT_ID_LINKED_PRODUCT_ID,magento,catalog_product_link,UNIQUE
def,magento,CATALOG_PRODUCT_LINK_PRODUCT_ID_CATALOG_PRODUCT_ENTITY_ROW_ID,magento,catalog_product_link,"FOREIGN KEY"
def,magento,CAT_PRD_LNK_LNKED_PRD_ID_SEQUENCE_PRD_SEQUENCE_VAL,magento,catalog_product_link,"FOREIGN KEY"
def,magento,CAT_PRD_LNK_LNK_TYPE_ID_CAT_PRD_LNK_TYPE_LNK_TYPE_ID,magento,catalog_product_link,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_link_attribute,"PRIMARY KEY"
def,magento,CAT_PRD_LNK_ATTR_LNK_TYPE_ID_CAT_PRD_LNK_TYPE_LNK_TYPE_ID,magento,catalog_product_link_attribute,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_link_attribute_decimal,"PRIMARY KEY"
def,magento,CAT_PRD_LNK_ATTR_DEC_PRD_LNK_ATTR_ID_LNK_ID,magento,catalog_product_link_attribute_decimal,UNIQUE
def,magento,CAT_PRD_LNK_ATTR_DEC_LNK_ID_CAT_PRD_LNK_LNK_ID,magento,catalog_product_link_attribute_decimal,"FOREIGN KEY"
def,magento,FK_AB2EFA9A14F7BCF1D5400056203D14B6,magento,catalog_product_link_attribute_decimal,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_link_attribute_int,"PRIMARY KEY"
def,magento,CAT_PRD_LNK_ATTR_INT_PRD_LNK_ATTR_ID_LNK_ID,magento,catalog_product_link_attribute_int,UNIQUE
def,magento,CAT_PRD_LNK_ATTR_INT_LNK_ID_CAT_PRD_LNK_LNK_ID,magento,catalog_product_link_attribute_int,"FOREIGN KEY"
def,magento,FK_D6D878F8BA2A4282F8DDED7E6E3DE35C,magento,catalog_product_link_attribute_int,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_link_attribute_varchar,"PRIMARY KEY"
def,magento,CAT_PRD_LNK_ATTR_VCHR_PRD_LNK_ATTR_ID_LNK_ID,magento,catalog_product_link_attribute_varchar,UNIQUE
def,magento,CAT_PRD_LNK_ATTR_VCHR_LNK_ID_CAT_PRD_LNK_LNK_ID,magento,catalog_product_link_attribute_varchar,"FOREIGN KEY"
def,magento,FK_DEE9C4DA61CFCC01DFCF50F0D79CEA51,magento,catalog_product_link_attribute_varchar,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_link_type,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_option,"PRIMARY KEY"
def,magento,CATALOG_PRODUCT_OPTION_PRODUCT_ID_CATALOG_PRODUCT_ENTITY_ROW_ID,magento,catalog_product_option,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_option_price,"PRIMARY KEY"
def,magento,CATALOG_PRODUCT_OPTION_PRICE_OPTION_ID_STORE_ID,magento,catalog_product_option_price,UNIQUE
def,magento,CATALOG_PRODUCT_OPTION_PRICE_STORE_ID_STORE_STORE_ID,magento,catalog_product_option_price,"FOREIGN KEY"
def,magento,CAT_PRD_OPT_PRICE_OPT_ID_CAT_PRD_OPT_OPT_ID,magento,catalog_product_option_price,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_option_title,"PRIMARY KEY"
def,magento,CATALOG_PRODUCT_OPTION_TITLE_OPTION_ID_STORE_ID,magento,catalog_product_option_title,UNIQUE
def,magento,CATALOG_PRODUCT_OPTION_TITLE_STORE_ID_STORE_STORE_ID,magento,catalog_product_option_title,"FOREIGN KEY"
def,magento,CAT_PRD_OPT_TTL_OPT_ID_CAT_PRD_OPT_OPT_ID,magento,catalog_product_option_title,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_option_type_price,"PRIMARY KEY"
def,magento,CATALOG_PRODUCT_OPTION_TYPE_PRICE_OPTION_TYPE_ID_STORE_ID,magento,catalog_product_option_type_price,UNIQUE
def,magento,CATALOG_PRODUCT_OPTION_TYPE_PRICE_STORE_ID_STORE_STORE_ID,magento,catalog_product_option_type_price,"FOREIGN KEY"
def,magento,FK_B523E3378E8602F376CC415825576B7F,magento,catalog_product_option_type_price,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_option_type_title,"PRIMARY KEY"
def,magento,CATALOG_PRODUCT_OPTION_TYPE_TITLE_OPTION_TYPE_ID_STORE_ID,magento,catalog_product_option_type_title,UNIQUE
def,magento,CATALOG_PRODUCT_OPTION_TYPE_TITLE_STORE_ID_STORE_STORE_ID,magento,catalog_product_option_type_title,"FOREIGN KEY"
def,magento,FK_C085B9CF2C2A302E8043FDEA1937D6A2,magento,catalog_product_option_type_title,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_option_type_value,"PRIMARY KEY"
def,magento,CAT_PRD_OPT_TYPE_VAL_OPT_ID_CAT_PRD_OPT_OPT_ID,magento,catalog_product_option_type_value,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_price_cl,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalog_product_relation,"PRIMARY KEY"
def,magento,CAT_PRD_RELATION_CHILD_ID_SEQUENCE_PRD_SEQUENCE_VAL,magento,catalog_product_relation,"FOREIGN KEY"
def,magento,CAT_PRD_RELATION_PARENT_ID_CAT_PRD_ENTT_ENTT_ID,magento,catalog_product_relation,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_super_attribute,"PRIMARY KEY"
def,magento,CATALOG_PRODUCT_SUPER_ATTRIBUTE_PRODUCT_ID_ATTRIBUTE_ID,magento,catalog_product_super_attribute,UNIQUE
def,magento,CAT_PRD_SPR_ATTR_PRD_ID_CAT_PRD_ENTT_ROW_ID,magento,catalog_product_super_attribute,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_super_attribute_label,"PRIMARY KEY"
def,magento,CAT_PRD_SPR_ATTR_LBL_PRD_SPR_ATTR_ID_STORE_ID,magento,catalog_product_super_attribute_label,UNIQUE
def,magento,CATALOG_PRODUCT_SUPER_ATTRIBUTE_LABEL_STORE_ID_STORE_STORE_ID,magento,catalog_product_super_attribute_label,"FOREIGN KEY"
def,magento,FK_309442281DF7784210ED82B2CC51E5D5,magento,catalog_product_super_attribute_label,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_super_link,"PRIMARY KEY"
def,magento,CATALOG_PRODUCT_SUPER_LINK_PRODUCT_ID_PARENT_ID,magento,catalog_product_super_link,UNIQUE
def,magento,CAT_PRD_SPR_LNK_PARENT_ID_CAT_PRD_ENTT_ROW_ID,magento,catalog_product_super_link,"FOREIGN KEY"
def,magento,CAT_PRD_SPR_LNK_PRD_ID_SEQUENCE_PRD_SEQUENCE_VAL,magento,catalog_product_super_link,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalog_product_website,"PRIMARY KEY"
def,magento,CATALOG_PRODUCT_WEBSITE_WEBSITE_ID_STORE_WEBSITE_WEBSITE_ID,magento,catalog_product_website,"FOREIGN KEY"
def,magento,CAT_PRD_WS_PRD_ID_SEQUENCE_PRD_SEQUENCE_VAL,magento,catalog_product_website,"FOREIGN KEY"
def,magento,CAT_URL_REWRITE_PRD_CTGR_CTGR_ID_SEQUENCE_CAT_CTGR_SEQUENCE_VAL,magento,catalog_url_rewrite_product_category,"FOREIGN KEY"
def,magento,CAT_URL_REWRITE_PRD_CTGR_PRD_ID_SEQUENCE_PRD_SEQUENCE_VAL,magento,catalog_url_rewrite_product_category,"FOREIGN KEY"
def,magento,FK_BB79E64705D7F17FE181F23144528FC8,magento,catalog_url_rewrite_product_category,"FOREIGN KEY"
def,magento,PRIMARY,magento,cataloginventory_stock,"PRIMARY KEY"
def,magento,PRIMARY,magento,cataloginventory_stock_cl,"PRIMARY KEY"
def,magento,PRIMARY,magento,cataloginventory_stock_item,"PRIMARY KEY"
def,magento,CATALOGINVENTORY_STOCK_ITEM_PRODUCT_ID_STOCK_ID,magento,cataloginventory_stock_item,UNIQUE
def,magento,CATINV_STOCK_ITEM_PRD_ID_SEQUENCE_PRD_SEQUENCE_VAL,magento,cataloginventory_stock_item,"FOREIGN KEY"
def,magento,CATINV_STOCK_ITEM_STOCK_ID_CATINV_STOCK_STOCK_ID,magento,cataloginventory_stock_item,"FOREIGN KEY"
def,magento,PRIMARY,magento,cataloginventory_stock_status,"PRIMARY KEY"
def,magento,PRIMARY,magento,cataloginventory_stock_status_idx,"PRIMARY KEY"
def,magento,PRIMARY,magento,cataloginventory_stock_status_replica,"PRIMARY KEY"
def,magento,PRIMARY,magento,cataloginventory_stock_status_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalogrule,"PRIMARY KEY"
def,magento,CATALOGRULE_RULE_ID_SEQUENCE_CATALOGRULE_SEQUENCE_VALUE,magento,catalogrule,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalogrule_customer_group,"PRIMARY KEY"
def,magento,CATALOGRULE_CUSTOMER_GROUP_ROW_ID_CATALOGRULE_ROW_ID,magento,catalogrule_customer_group,"FOREIGN KEY"
def,magento,CATRULE_CSTR_GROUP_CSTR_GROUP_ID_CSTR_GROUP_CSTR_GROUP_ID,magento,catalogrule_customer_group,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalogrule_group_website,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalogrule_group_website_replica,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalogrule_product,"PRIMARY KEY"
def,magento,IDX_EAA51B56FF092A0DCB795D1CEF812B7B,magento,catalogrule_product,UNIQUE
def,magento,PRIMARY,magento,catalogrule_product_cl,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalogrule_product_price,"PRIMARY KEY"
def,magento,CATRULE_PRD_PRICE_RULE_DATE_WS_ID_CSTR_GROUP_ID_PRD_ID,magento,catalogrule_product_price,UNIQUE
def,magento,PRIMARY,magento,catalogrule_product_price_replica,"PRIMARY KEY"
def,magento,CATRULE_PRD_PRICE_RULE_DATE_WS_ID_CSTR_GROUP_ID_PRD_ID,magento,catalogrule_product_price_replica,UNIQUE
def,magento,PRIMARY,magento,catalogrule_product_replica,"PRIMARY KEY"
def,magento,IDX_EAA51B56FF092A0DCB795D1CEF812B7B,magento,catalogrule_product_replica,UNIQUE
def,magento,PRIMARY,magento,catalogrule_rule_cl,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalogrule_website,"PRIMARY KEY"
def,magento,CATALOGRULE_WEBSITE_ROW_ID_CATALOGRULE_ROW_ID,magento,catalogrule_website,"FOREIGN KEY"
def,magento,CATALOGRULE_WEBSITE_WEBSITE_ID_STORE_WEBSITE_WEBSITE_ID,magento,catalogrule_website,"FOREIGN KEY"
def,magento,PRIMARY,magento,catalogsearch_fulltext_cl,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalogsearch_fulltext_scope1,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalogsearch_fulltext_scope8,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalogsearch_fulltext_scope8_tmp,"PRIMARY KEY"
def,magento,PRIMARY,magento,catalogsearch_recommendations,"PRIMARY KEY"
def,magento,CATALOGSEARCH_RECOMMENDATIONS_QUERY_ID_SEARCH_QUERY_QUERY_ID,magento,catalogsearch_recommendations,"FOREIGN KEY"
def,magento,CATALOGSEARCH_RECOMMENDATIONS_RELATION_ID_SEARCH_QUERY_QUERY_ID,magento,catalogsearch_recommendations,"FOREIGN KEY"
def,magento,PRIMARY,magento,checkout_agreement,"PRIMARY KEY"
def,magento,PRIMARY,magento,checkout_agreement_store,"PRIMARY KEY"
def,magento,CHECKOUT_AGREEMENT_STORE_STORE_ID_STORE_STORE_ID,magento,checkout_agreement_store,"FOREIGN KEY"
def,magento,CHKT_AGRT_STORE_AGRT_ID_CHKT_AGRT_AGRT_ID,magento,checkout_agreement_store,"FOREIGN KEY"
def,magento,PRIMARY,magento,cms_block,"PRIMARY KEY"
def,magento,CMS_BLOCK_BLOCK_ID_SEQUENCE_CMS_BLOCK_SEQUENCE_VALUE,magento,cms_block,"FOREIGN KEY"
def,magento,PRIMARY,magento,cms_block_store,"PRIMARY KEY"
def,magento,CMS_BLOCK_STORE_ROW_ID_CMS_BLOCK_ROW_ID,magento,cms_block_store,"FOREIGN KEY"
def,magento,CMS_BLOCK_STORE_STORE_ID_STORE_STORE_ID,magento,cms_block_store,"FOREIGN KEY"
def,magento,PRIMARY,magento,cms_page,"PRIMARY KEY"
def,magento,CMS_PAGE_PAGE_ID_SEQUENCE_CMS_PAGE_SEQUENCE_VALUE,magento,cms_page,"FOREIGN KEY"
def,magento,PRIMARY,magento,cms_page_store,"PRIMARY KEY"
def,magento,CMS_PAGE_STORE_ROW_ID_CMS_PAGE_ROW_ID,magento,cms_page_store,"FOREIGN KEY"
def,magento,CMS_PAGE_STORE_STORE_ID_STORE_STORE_ID,magento,cms_page_store,"FOREIGN KEY"
def,magento,PRIMARY,magento,company,"PRIMARY KEY"
def,magento,COMPANY_COUNTRY_ID_DIRECTORY_COUNTRY_COUNTRY_ID,magento,company,"FOREIGN KEY"
def,magento,COMPANY_CUSTOMER_GROUP_ID_CUSTOMER_GROUP_CUSTOMER_GROUP_ID,magento,company,"FOREIGN KEY"
def,magento,COMPANY_REGION_ID_DIRECTORY_COUNTRY_REGION_REGION_ID,magento,company,"FOREIGN KEY"
def,magento,COMPANY_SALES_REPRESENTATIVE_ID_ADMIN_USER_USER_ID,magento,company,"FOREIGN KEY"
def,magento,COMPANY_ADVANCED_CUSTOMER_ENTITY_CUSTOMER_ID,magento,company_advanced_customer_entity,UNIQUE
def,magento,COMPANY_ADVANCED_CSTR_ENTT_CSTR_ID_CSTR_ENTT_ENTT_ID,magento,company_advanced_customer_entity,"FOREIGN KEY"
def,magento,PRIMARY,magento,company_credit,"PRIMARY KEY"
def,magento,COMPANY_CREDIT_COMPANY_ID_DIRECTORY_COUNTRY_COUNTRY_ID,magento,company_credit,"FOREIGN KEY"
def,magento,PRIMARY,magento,company_credit_history,"PRIMARY KEY"
def,magento,COMPANY_CREDIT_HISTORY_COMPANY_CREDIT_ID_COMPANY_CREDIT_ENTT_ID,magento,company_credit_history,"FOREIGN KEY"
def,magento,PRIMARY,magento,company_order_entity,"PRIMARY KEY"
def,magento,COMPANY_ORDER_ENTITY_ENTITY_ID,magento,company_order_entity,UNIQUE
def,magento,COMPANY_ORDER_ENTITY_ORDER_ID,magento,company_order_entity,UNIQUE
def,magento,COMPANY_ORDER_ENTITY_ORDER_ID_SALES_ORDER_ENTITY_ID,magento,company_order_entity,"FOREIGN KEY"
def,magento,COMPANY_PAYMENT_COMPANY_ID_COMPANY_ENTITY_ID,magento,company_payment,"FOREIGN KEY"
def,magento,PRIMARY,magento,company_permissions,"PRIMARY KEY"
def,magento,COMPANY_PERMISSIONS_ROLE_ID_COMPANY_ROLES_ROLE_ID,magento,company_permissions,"FOREIGN KEY"
def,magento,PRIMARY,magento,company_roles,"PRIMARY KEY"
def,magento,COMPANY_ROLES_COMPANY_ID_COMPANY_ENTITY_ID,magento,company_roles,"FOREIGN KEY"
def,magento,PRIMARY,magento,company_structure,"PRIMARY KEY"
def,magento,PRIMARY,magento,company_team,"PRIMARY KEY"
def,magento,PRIMARY,magento,company_user_roles,"PRIMARY KEY"
def,magento,COMPANY_USER_ROLES_ROLE_ID_COMPANY_ROLES_ROLE_ID,magento,company_user_roles,"FOREIGN KEY"
def,magento,COMPANY_USER_ROLES_USER_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,company_user_roles,"FOREIGN KEY"
def,magento,PRIMARY,magento,core_config_data,"PRIMARY KEY"
def,magento,CORE_CONFIG_DATA_SCOPE_SCOPE_ID_PATH,magento,core_config_data,UNIQUE
def,magento,PRIMARY,magento,cron_schedule,"PRIMARY KEY"
def,magento,PRIMARY,magento,customer_address_entity,"PRIMARY KEY"
def,magento,CUSTOMER_ADDRESS_ENTITY_PARENT_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,customer_address_entity,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_address_entity_datetime,"PRIMARY KEY"
def,magento,CUSTOMER_ADDRESS_ENTITY_DATETIME_ENTITY_ID_ATTRIBUTE_ID,magento,customer_address_entity_datetime,UNIQUE
def,magento,CSTR_ADDR_ENTT_DTIME_ATTR_ID_EAV_ATTR_ATTR_ID,magento,customer_address_entity_datetime,"FOREIGN KEY"
def,magento,CSTR_ADDR_ENTT_DTIME_ENTT_ID_CSTR_ADDR_ENTT_ENTT_ID,magento,customer_address_entity_datetime,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_address_entity_decimal,"PRIMARY KEY"
def,magento,CUSTOMER_ADDRESS_ENTITY_DECIMAL_ENTITY_ID_ATTRIBUTE_ID,magento,customer_address_entity_decimal,UNIQUE
def,magento,CSTR_ADDR_ENTT_DEC_ATTR_ID_EAV_ATTR_ATTR_ID,magento,customer_address_entity_decimal,"FOREIGN KEY"
def,magento,CSTR_ADDR_ENTT_DEC_ENTT_ID_CSTR_ADDR_ENTT_ENTT_ID,magento,customer_address_entity_decimal,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_address_entity_int,"PRIMARY KEY"
def,magento,CUSTOMER_ADDRESS_ENTITY_INT_ENTITY_ID_ATTRIBUTE_ID,magento,customer_address_entity_int,UNIQUE
def,magento,CSTR_ADDR_ENTT_INT_ATTR_ID_EAV_ATTR_ATTR_ID,magento,customer_address_entity_int,"FOREIGN KEY"
def,magento,CSTR_ADDR_ENTT_INT_ENTT_ID_CSTR_ADDR_ENTT_ENTT_ID,magento,customer_address_entity_int,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_address_entity_text,"PRIMARY KEY"
def,magento,CUSTOMER_ADDRESS_ENTITY_TEXT_ENTITY_ID_ATTRIBUTE_ID,magento,customer_address_entity_text,UNIQUE
def,magento,CSTR_ADDR_ENTT_TEXT_ATTR_ID_EAV_ATTR_ATTR_ID,magento,customer_address_entity_text,"FOREIGN KEY"
def,magento,CSTR_ADDR_ENTT_TEXT_ENTT_ID_CSTR_ADDR_ENTT_ENTT_ID,magento,customer_address_entity_text,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_address_entity_varchar,"PRIMARY KEY"
def,magento,CUSTOMER_ADDRESS_ENTITY_VARCHAR_ENTITY_ID_ATTRIBUTE_ID,magento,customer_address_entity_varchar,UNIQUE
def,magento,CSTR_ADDR_ENTT_VCHR_ATTR_ID_EAV_ATTR_ATTR_ID,magento,customer_address_entity_varchar,"FOREIGN KEY"
def,magento,CSTR_ADDR_ENTT_VCHR_ENTT_ID_CSTR_ADDR_ENTT_ENTT_ID,magento,customer_address_entity_varchar,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_dummy_cl,"PRIMARY KEY"
def,magento,PRIMARY,magento,customer_eav_attribute,"PRIMARY KEY"
def,magento,CUSTOMER_EAV_ATTRIBUTE_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_eav_attribute,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_eav_attribute_website,"PRIMARY KEY"
def,magento,CSTR_EAV_ATTR_WS_ATTR_ID_EAV_ATTR_ATTR_ID,magento,customer_eav_attribute_website,"FOREIGN KEY"
def,magento,CSTR_EAV_ATTR_WS_WS_ID_STORE_WS_WS_ID,magento,customer_eav_attribute_website,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_entity,"PRIMARY KEY"
def,magento,CUSTOMER_ENTITY_EMAIL_WEBSITE_ID,magento,customer_entity,UNIQUE
def,magento,CUSTOMER_ENTITY_STORE_ID_STORE_STORE_ID,magento,customer_entity,"FOREIGN KEY"
def,magento,CUSTOMER_ENTITY_WEBSITE_ID_STORE_WEBSITE_WEBSITE_ID,magento,customer_entity,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_entity_datetime,"PRIMARY KEY"
def,magento,CUSTOMER_ENTITY_DATETIME_ENTITY_ID_ATTRIBUTE_ID,magento,customer_entity_datetime,UNIQUE
def,magento,CUSTOMER_ENTITY_DATETIME_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_entity_datetime,"FOREIGN KEY"
def,magento,CUSTOMER_ENTITY_DATETIME_ENTITY_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,customer_entity_datetime,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_entity_decimal,"PRIMARY KEY"
def,magento,CUSTOMER_ENTITY_DECIMAL_ENTITY_ID_ATTRIBUTE_ID,magento,customer_entity_decimal,UNIQUE
def,magento,CUSTOMER_ENTITY_DECIMAL_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_entity_decimal,"FOREIGN KEY"
def,magento,CUSTOMER_ENTITY_DECIMAL_ENTITY_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,customer_entity_decimal,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_entity_int,"PRIMARY KEY"
def,magento,CUSTOMER_ENTITY_INT_ENTITY_ID_ATTRIBUTE_ID,magento,customer_entity_int,UNIQUE
def,magento,CUSTOMER_ENTITY_INT_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_entity_int,"FOREIGN KEY"
def,magento,CUSTOMER_ENTITY_INT_ENTITY_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,customer_entity_int,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_entity_text,"PRIMARY KEY"
def,magento,CUSTOMER_ENTITY_TEXT_ENTITY_ID_ATTRIBUTE_ID,magento,customer_entity_text,UNIQUE
def,magento,CUSTOMER_ENTITY_TEXT_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_entity_text,"FOREIGN KEY"
def,magento,CUSTOMER_ENTITY_TEXT_ENTITY_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,customer_entity_text,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_entity_varchar,"PRIMARY KEY"
def,magento,CUSTOMER_ENTITY_VARCHAR_ENTITY_ID_ATTRIBUTE_ID,magento,customer_entity_varchar,UNIQUE
def,magento,CUSTOMER_ENTITY_VARCHAR_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_entity_varchar,"FOREIGN KEY"
def,magento,CUSTOMER_ENTITY_VARCHAR_ENTITY_ID_CUSTOMER_ENTITY_ENTITY_ID,magento,customer_entity_varchar,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_form_attribute,"PRIMARY KEY"
def,magento,CUSTOMER_FORM_ATTRIBUTE_ATTRIBUTE_ID_EAV_ATTRIBUTE_ATTRIBUTE_ID,magento,customer_form_attribute,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_grid_flat,"PRIMARY KEY"
def,magento,PRIMARY,magento,customer_group,"PRIMARY KEY"
def,magento,PRIMARY,magento,customer_log,"PRIMARY KEY"
def,magento,CUSTOMER_LOG_CUSTOMER_ID,magento,customer_log,UNIQUE
def,magento,PRIMARY,magento,customer_order_data,"PRIMARY KEY"
def,magento,CUSTOMER_ORDER_DATA_ORDER_ID_SALES_ORDER_ENTITY_ID,magento,customer_order_data,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_quote_data,"PRIMARY KEY"
def,magento,CUSTOMER_QUOTE_DATA_QUOTE_ID_QUOTE_ENTITY_ID,magento,customer_quote_data,"FOREIGN KEY"
def,magento,PRIMARY,magento,customer_visitor,"PRIMARY KEY"
def,magento,PRIMARY,magento,design_change,"PRIMARY KEY"
def,magento,DESIGN_CHANGE_STORE_ID_STORE_STORE_ID,magento,design_change,"FOREIGN KEY"
def,magento,PRIMARY,magento,design_config_dummy_cl,"PRIMARY KEY"
def,magento,PRIMARY,magento,design_config_grid_flat,"PRIMARY KEY"
def,magento,PRIMARY,magento,directory_country,"PRIMARY KEY"
def,magento,PRIMARY,magento,directory_country_format,"PRIMARY KEY"
def,magento,DIRECTORY_COUNTRY_FORMAT_COUNTRY_ID_TYPE,magento,directory_country_format,UNIQUE
def,magento,PRIMARY,magento,directory_country_region,"PRIMARY KEY"
def,magento,PRIMARY,magento,directory_country_region_name,"PRIMARY KEY"
def,magento,DIR_COUNTRY_REGION_NAME_REGION_ID_DIR_COUNTRY_REGION_REGION_ID,magento,directory_country_region_name,"FOREIGN KEY"
def,magento,PRIMARY,magento,directory_currency_rate,"PRIMARY KEY"
def,magento,PRIMARY,magento,downloadable_link,"PRIMARY KEY"
